Number of deaths from drought,Number of people injured from drought,Number of people affected from drought,Number of people left homeless from drought,Number of total people affected by drought,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Death rates from drought,Injury rates from drought,"Number of people affected by drought per 100,000",Homelessness rate from drought,"Total number of people affected by drought per 100,000",Number of deaths from earthquakes,Number of people injured from earthquakes,Number of people affected by earthquakes,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Death rates from earthquakes,Injury rates from earthquakes,"Number of people affected by earthquakes per 100,000",Homelessness rate from earthquakes,"Total number of people affected by earthquakes per 100,000",Number of deaths from disasters,Number of people injured from disasters,Number of people affected by disasters,Number of people left homeless from disasters,Number of total people affected by disasters,Reconstruction costs from disasters,Insured damages against disasters,Total economic damages from disasters,Death rates from disasters,Injury rates from disasters,"Number of people affected by disasters per 100,000",Homelessness rate from disasters,"Total number of people affected by disasters per 100,000",Number of deaths from volcanic activity,Number of people injured from volcanic activity,Number of people affected by volcanic activity,Number of people left homeless from volcanic activity,Number of total people affected by volcanic activity,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Death rates from volcanic activity,Injury rates from volcanic activity,"Number of people affected by volcanic activity per 100,000",Homelessness rate from volcanic activity,"Total number of people affected by volcanic activity per 100,000",Number of deaths from floods,Number of people injured from floods,Number of people affected by floods,Number of people left homeless from floods,Number of total people affected by floods,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,Death rates from floods,Injury rates from floods,"Number of people affected by floods per 100,000",Homelessness rate from floods,"Total number of people affected by floods per 100,000",Number of deaths from mass movements,Number of people injured from mass movements,Number of people affected by mass movements,Number of people left homeless from mass movements,Number of total people affected by mass movements,Reconstruction costs from mass movements,Insured damages against mass movements,Total economic damages from mass movements,Death rates from mass movements,Injury rates from mass movements,"Number of people affected by mass movements per 100,000",Homelessness rate from mass movements,"Total number of people affected by mass movements per 100,000",Number of deaths from storms,Number of people injured from storms,Number of people affected by storms,Number of people left homeless from storms,Number of total people affected by storms,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Death rates from storms,Injury rates from storms,"Number of people affected by storms per 100,000",Homelessness rate from storms,"Total number of people affected by storms per 100,000",Number of deaths from landslides,Number of people injured from landslides,Number of people affected by landslides,Number of people left homeless from landslides,Number of total people affected by landslides,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Death rates from landslides,Injury rates from landslides,"Number of people affected by landslides per 100,000",Homelessness rate from landslides,"Total number of people affected by landslides per 100,000",Number of deaths from fog,Number of people injured from fog,Number of people affected by fog,Number of people left homeless from fog,Number of total people affected by fog,Reconstruction costs from fog,Insured damages against fog,Total economic damages from fog,Death rates from fog,Injury rates from fog,"Number of people affected by fog per 100,000",Homelessness rate from fog,"Total number of people affected by fog per 100,000",Number of deaths from wildfires,Number of people injured from wildfires,Number of people affected by wildfires,Number of people left homeless from wildfires,Number of total people affected by wildfires,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Death rates from wildfires,Injury rates from wildfires,"Number of people affected by wildfires per 100,000",Homelessness rate from wildfires,"Total number of people affected by wildfires per 100,000",Number of deaths from extreme temperatures,Number of people injured from extreme temperatures,Number of people affected by extreme temperatures,Number of people left homeless from extreme temperatures,Number of total people affected by extreme temperatures,Reconstruction costs from extreme temperatures,Insured damages against extreme temperatures,Total economic damages from extreme temperatures,Death rates from extreme temperatures,Injury rates from extreme temperatures,"Number of people affected by extreme temperatures per 100,000",Homelessness rate from extreme temperatures,"Total number of people affected by extreme temperatures per 100,000",Number of deaths from glacial lake outbursts,Number of people injured from glacial lake outbursts,Number of people affected by glacial lake outbursts,Number of people left homeless from glacial lake outbursts,Number of total people affected by glacial lake outbursts,Reconstruction costs from glacial lake outbursts,Insured damages against glacial lake outbursts,Total economic damages from glacial lake outbursts,Death rates from glacial lake outbursts,Injury rates from glacial lake outbursts,"Number of people affected by glacial lake outbursts per 100,000",Homelessness rate from glacial lake outbursts,"Total number of people affected by glacial lake outbursts per 100,000",Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from mass movements as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP,Total economic damages from volcanic activity as a share of GDP,Entity,Year,total_damages_pct_gdp_glacial_lake
,,,,,,,,,,,,,2000,0,0,0,0,0,0,0,24.5368666421298,0,0,0,0,2000,0,0,0,0,0,0,0,24.5368666421298,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghanistan,1954,
,,,,,,,,,,,,,100,2000,0,0,2000,0,0,25000,1.1906179307060363,23.81235861412073,0,0,23.81235861412073,151,2000,0,0,2000,0,0,25000,1.797833075366115,23.81235861412073,0,0,23.81235861412073,,,,,,,,,,,,,,51,0,0,0,0,0,0,0,0.6072151446600785,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghanistan,1956,
,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,0,0,0,0,0,0,1.121240699989521,0,0,0,0,,,,,,,,,,,,,,107,0,0,0,0,0,0,0,1.121240699989521,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,Afghanistan,1963,
0,0,48000,0,48000,0,0,200,0,0,440.6095098219203,0,440.6095098219203,,,,,,,,,,,,,,0,0,48000,0,48000,0,0,200,0,0,440.6095098219203,0,440.6095098219203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014195583262595913,0.014195583262595913,,,,,,,,,Afghanistan,1969,
0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0.8714596949891067,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0.8714596949891067,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,Afghanistan,1971,
,,,,,,,,,,,,,11,15,0,0,15,0,0,0,0.09329149351200068,0.12721567297091002,0,0,0.12721567297091002,161,15,250000,0,250015,0,0,0,1.3654482232211007,0.12721567297091002,2120.261216181834,0,2120.3884318548044,,,,,,,,,,,,,,150,0,250000,0,250000,0,0,0,1.2721567297091003,0,2120.261216181834,0,2120.261216181834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,Afghanistan,1972,
,,,,,,,,,,,,,50,0,90000,0,90000,0,0,0,0.3863092018851889,0,695.35656339334,0,695.35656339334,101,0,170000,0,170000,0,0,0,0.7803445878080817,0,1313.4512864096423,0,1313.4512864096423,,,,,,,,,,,,,,51,0,80000,0,80000,0,0,0,0.39403538592289267,0,618.0947230163023,0,618.0947230163023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,Afghanistan,1976,
,,,,,,,,,,,,,,,,,,,,,,,,,,120,140,264044,7500,271684,0,0,52000,0.8994827973914999,1.0493965969567498,1979.1919646203432,56.21767483696875,2036.4590360542688,,,,,,,,,,,,,,120,140,264044,7500,271684,0,0,52000,0.8994827973914999,1.0493965969567498,1979.1919646203432,56.21767483696875,2036.4590360542688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5757575237098271,,,,1.5757575237098271,,,,,,Afghanistan,1978,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30000,0,30000,0,0,0,0,0,224.60133263457362,0,224.60133263457362,,,,,,,,,,,,,,0,0,30000,0,30000,0,0,0,0,0,224.60133263457362,0,224.60133263457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,Afghanistan,1980,
,,,,,,,,,,,,,500,3000,35000,0,38000,0,0,1000,3.8810835985407124,23.286501591244278,271.6758518978499,0,294.96235348909414,500,3000,35000,0,38000,0,0,1000,3.8810835985407124,23.286501591244278,271.6758518978499,0,294.96235348909414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghanistan,1982,
